table,question,date,response,BBC - TV,BBC - Radio,BBC Online/ app,ITV,STV,UTV,ITV Wales,Channel 4,Channel 5,Sky,Newspapers (printed),Newspapers (online),Advertising,Commercial Radio,Podcasts,Direct from World Health Organisatio n (WHO) website/ email/text/ post,Direct from NHS website/ email/text/ post,Direct from Government website/ email/text/ post,Official scientists,Direct from Local health service website/ email/text/ post,Direct from Local council website/ email/text/ post,Facebook,Twitter,Instagram,Snapchat,YouTube,WhatsApp,WhatsApp group(s),Facebook messenger,Apple iMessage,Search engine (e.g. Google),"Websites/ apps of online news organisatio ns like Buzzfeed, Huffington Post, Vice, etc.",Websites or apps that bring together news from different news providers,"Nonmainstream news sources such as Russia Today, Breitbart, Swawkbox etc",Email,"Smart speaker (e.g. Amazon Echo, Google Home)",Family and friends directly,People in your local area/ neighbourho od,Other 1,Other 2,Other 3,BBC Alba,S4C,RTÉ,"""Broadsheet s"" such as The Times or Guardian ( printed )","""Mid-market tabloids"" such as The Daily Mail or Daily Express ( printed )","""Red-top tabloids"" such as The Sun or Daily Mirror ( printed )","""Broadsheet s"" such as The Times or Guardian ( online )","""Mid-market tabloids"" such as MailOnline or Express ( online )","""Red-top tabloids"" such as The Sun or Mirror ( online )",Magazines,Cool FM,Community Radio,Direct from UK Government website/ email/text/ post,Direct from Scotland Government website/ email/text/ post,Direct from Wales Government website/ email/text/ post,Direct from Northern Ireland Government website/ email/text/ post,Celebrity and/or social media influencer,"“Broadsheet s"" such as The Times or Guardian ( printed )","""Mid-market tabloids” such as MailOnline or Express ( online )","Local sources across TV, radio and online","Nonmainstream news sources such as Russia Today, Breitbart, Swawkbox, Infowars, Rebel Media etc","Smart speaker/ display (e.g. Amazon Echo, Google Home)","Direct Mail, e.g. leaflets or other types of information that you get through the letterbox","Flyers, e.g. leaflets that you may be given or find when out and about","Stickers, e.g. on lamp posts or other places in your neighbourho od"
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,Standard deviation Standard error,,,,,,,,,,,,,,,,,,,,,,,0.98,1.05,1.11,0.92,1.06,1.02,0.94,1.03,0.83,0.85,0.81,,0.94,0.78,0.89,0.86,0.95,,,,,,,,,,,,,,,,,,,1.09,,,,1.12,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,Unweighted base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,Weighted base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,NET: Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,5 - Trust completely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*,-,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*,-,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,1 - Do not trust at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,NET: Do not trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*,-,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.81,3.9,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 14th February 2021,Standard deviation Standard error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,1.11,,,,,,,,,,,,,,,,,,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,Unweighted base,1095,393,528,517,46,28,29,219,84,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,2,7,130,133,71,209,,,,,,,,,,,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,Weighted base,1104,395,522,521,48,29,27,215,82,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,1,8,134,132,72,196,,,,,,,,,,,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,NET: Trust,763,318,403,379,33,24,24,166,49,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,1,7,100,63,26,126,,,,,,,,,,,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,5 - Trust completely,258,124,159,128,11,6,7,60,23,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,1,1,30,14,8,25,,,,,,,,,,,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,4,506,194,244,251,23,18,17,106,26,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,1,5,69,48,19,100,,,,,,,,,,,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,3,224,57,87,121,11,5,2,41,24,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,1,30,40,32,56,,,,,,,,,,,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,2,85,13,23,15,3,-,1,6,6,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,2,16,11,11,,,,,,,,,,,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,1 - Do not trust at all,31,7,9,6,1,-,-,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,3,13,4,3,,,,,,,,,,,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,NET: Do not trust,116,20,32,20,4,-,1,8,9,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,5,29,14,14,,,,,,,,,,,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,Mean,3.79,4.05,4,3.92,3.83,4.04,4.09,4,3.73,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,4.54,4,3.92,3.26,3.22,3.69,,,,,,,,,,,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,Standard deviation Standard error,0.98,0.87,0.9,0.83,0.91,0.63,0.72,0.82,1.06,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,0.62,0.83,1.12,0.99,0.82,,,,,,,,,,,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,Unweighted base,,,,,,,,,,,,,77,214,35,109,224,,126,113,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,76,32,5,33,317,38,22,14,,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,Weighted base,,,,,,,,,,,,,79,219,35,105,223,,118,109,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,76,33,4,33,311,35,20,13,,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,NET: Trust,,,,,,,,,,,,,23,136,17,96,199,,101,97,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,17,12,4,25,222,30,14,12,,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,5 - Trust completely,,,,,,,,,,,,,6,27,5,50,126,,54,48,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,4,1,8,96,19,6,3,,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,4,,,,,,,,,,,,,17,109,13,45,73,,47,49,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,15,8,4,17,126,12,8,9,,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,3,,,,,,,,,,,,,38,69,11,7,19,,13,8,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,33,12,-,8,59,4,2,1,,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,2,,,,,,,,,,,,,11,12,7,2,3,,1,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,20,7,-,-,22,-,3,-,,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,1 - Do not trust at all,,,,,,,,,,,,,6,2,-,1,2,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,2,-,-,8,1,-,-,,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,NET: Do not trust,,,,,,,,,,,,,17,15,7,3,5,,4,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,26,9,-,-,30,1,3,-,,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,Mean,,,,,,,,,,,,,3.07,3.66,3.43,4.36,4.43,,4.26,4.28,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08,2.82,3.18,4.19,4.02,3.9,4.35,3.91,4.15,,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,Standard deviation Standard error,,,,,,,,,,,,,1,0.81,0.96,0.74,0.76,,0.87,0.81,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,0.94,1.09,0.45,0.7,1,0.88,1.02,0.52,,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,Unweighted base,,,,,,,,,,,,,,,,,,,,,,415,210,84,27,136,74,50,64,13,311,231,308,41,135,34,507,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,Weighted base,,,,,,,,,,,,,,,,,,,,,,399,217,90,29,130,79,51,66,12,322,221,300,39,137,34,507,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,NET: Trust,,,,,,,,,,,,,,,,,,,,,,52,50,16,9,48,29,18,24,7,152,61,117,12,52,18,278,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,5 - Trust completely,,,,,,,,,,,,,,,,,,,,,,9,7,5,3,15,8,4,9,1,30,4,21,-,8,2,83,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,4,,,,,,,,,,,,,,,,,,,,,,43,43,11,6,34,21,14,16,5,122,58,96,12,44,16,195,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,3,,,,,,,,,,,,,,,,,,,,,,168,107,47,9,58,33,23,30,3,134,104,148,16,73,15,190,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,2,,,,,,,,,,,,,,,,,,,,,,139,44,15,7,13,10,9,8,3,28,42,24,5,8,1,32,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,1 - Do not trust at all,,,,,,,,,,,,,,,,,,,,,,40,17,12,4,10,7,1,3,-,8,13,11,5,4,-,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,NET: Do not trust,,,,,,,,,,,,,,,,,,,,,,179,61,26,11,23,17,10,11,3,37,56,35,10,12,1,40,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,Mean,,,,,,,,,,,,,,,,,,,,,,2.6,2.9,2.81,2.88,3.23,3.17,3.24,3.29,3.42,3.43,2.98,3.31,2.91,3.33,3.54,3.62,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,Standard deviation Standard error,,,,,,,,,,,,,,,,,,,,,,0.89,0.91,1,1.17,1.04,1.07,0.9,1,1.02,0.87,0.87,0.85,1.01,0.8,0.66,0.88,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,Unweighted base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,11,6,,,,,,,,,,,,,,,,,20,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,Weighted base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,12,6,,,,,,,,,,,,,,,,,18,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,NET: Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,7,6,,,,,,,,,,,,,,,,,3,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,5 - Trust completely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,4,1,,,,,,,,,,,,,,,,,-,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,3,4,,,,,,,,,,,,,,,,,3,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,1,,,,,,,,,,,,,,,,,6,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,1,-,,,,,,,,,,,,,,,,,4,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,1 - Do not trust at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,-,,,,,,,,,,,,,,,,,6,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,NET: Do not trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,-,,,,,,,,,,,,,,,,,9,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.09,3.84,4.08,,,,,,,,,,,,,,,,,2.35,,,,,,,,
Table 33,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 7th to 9th August 2020,Standard deviation Standard error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,1,0.62,,,,,,,,,,,,,,,,,1.11,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 9th to 11th October 2020,Unweighted base,1154,456,569,604,65,36,27,242,100,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,3,5,116,164,96,261,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 9th to 11th October 2020,Weighted base,1155,452,562,626,61,37,24,244,102,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,3,4,119,163,97,247,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 9th to 11th October 2020,NET: Trust,793,344,421,423,40,28,19,190,58,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,3,2,84,83,45,171,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 9th to 11th October 2020,5 - Trust completely,278,102,139,132,17,14,6,63,22,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,3,-,19,16,9,34,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 9th to 11th October 2020,4,515,242,282,291,23,14,13,127,36,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,2,65,67,36,137,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 9th to 11th October 2020,3,245,83,101,168,18,8,6,48,38,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,3,29,53,32,65,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 9th to 11th October 2020,2,83,19,25,27,2,1,-,4,5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,4,22,13,11,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 9th to 11th October 2020,1 - Do not trust at all,34,6,14,8,1,-,-,2,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,1,5,6,-,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 9th to 11th October 2020,NET: Do not trust,117,24,39,35,3,1,-,6,6,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,5,26,20,11,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 9th to 11th October 2020,Mean,3.8,3.92,3.9,3.82,3.87,4.12,4.03,4.01,3.73,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,5,3.37,3.82,3.42,3.28,3.78,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 9th to 11th October 2020,Standard deviation Standard error,0.98,0.83,0.91,0.86,0.91,0.83,0.71,0.76,0.88,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,0,0.55,0.76,0.94,1.03,0.73,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 9th to 11th October 2020,Unweighted base,,,,,,,,,,,,,73,295,69,83,265,,123,127,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,113,48,7,40,297,63,27,20,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 9th to 11th October 2020,Weighted base,,,,,,,,,,,,,73,302,67,83,266,,122,124,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,110,53,6,41,288,54,25,19,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 9th to 11th October 2020,NET: Trust,,,,,,,,,,,,,22,166,42,77,252,,98,104,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,34,22,6,19,214,46,24,15,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 9th to 11th October 2020,5 - Trust completely,,,,,,,,,,,,,5,29,7,42,157,,50,54,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,8,3,4,87,29,14,11,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 9th to 11th October 2020,4,,,,,,,,,,,,,17,137,34,35,95,,48,50,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,31,14,3,14,127,17,11,3,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 9th to 11th October 2020,3,,,,,,,,,,,,,30,112,21,5,13,,18,18,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,47,22,-,20,53,6,1,3,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 9th to 11th October 2020,2,,,,,,,,,,,,,18,21,4,-,2,,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,21,9,-,1,17,-,-,2,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 9th to 11th October 2020,1 - Do not trust at all,,,,,,,,,,,,,3,2,-,1,-,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,7,-,-,1,4,2,-,-,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 9th to 11th October 2020,NET: Do not trust,,,,,,,,,,,,,21,23,4,1,2,,6,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,28,9,-,1,20,2,-,2,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 9th to 11th October 2020,Mean,,,,,,,,,,,,,3.03,3.57,3.66,4.4,4.53,,4.15,4.23,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98,3.02,3.38,4.5,3.53,3.96,4.32,4.48,4.23,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 9th to 11th October 2020,Standard deviation Standard error,,,,,,,,,,,,,0.96,0.79,0.76,0.72,0.62,,0.88,0.81,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,0.93,0.94,0.55,0.78,0.91,0.94,0.61,1.06,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 9th to 11th October 2020,Unweighted base,,,,,,,,,,,,,,,,,,,,,,502,250,137,45,184,135,84,91,27,351,274,366,59,176,70,584,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 9th to 11th October 2020,Weighted base,,,,,,,,,,,,,,,,,,,,,,500,263,149,54,186,140,93,100,30,354,273,367,59,179,68,605,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 9th to 11th October 2020,NET: Trust,,,,,,,,,,,,,,,,,,,,,,81,93,44,18,71,47,27,35,10,143,91,152,27,85,36,349,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 9th to 11th October 2020,5 - Trust completely,,,,,,,,,,,,,,,,,,,,,,21,21,15,4,14,11,2,8,5,27,11,15,3,23,13,117,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 9th to 11th October 2020,4,,,,,,,,,,,,,,,,,,,,,,60,72,30,14,57,37,24,28,6,116,80,137,24,62,23,232,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 9th to 11th October 2020,3,,,,,,,,,,,,,,,,,,,,,,225,109,53,20,85,65,45,41,13,178,130,171,20,73,25,203,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 9th to 11th October 2020,2,,,,,,,,,,,,,,,,,,,,,,140,45,36,10,24,19,15,14,5,28,32,35,11,11,7,47,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 9th to 11th October 2020,1 - Do not trust at all,,,,,,,,,,,,,,,,,,,,,,55,16,15,6,5,9,6,9,1,5,20,9,-,10,1,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
